type_of_service,actual_year,actual_year,actual_year_month,vessel_country_code,count,row_num,country_name
Pier to House,2020,2020,2020-08,LR,10578,5,Liberia
Pier to House,2020,2020,2020-08,MH,6174,6,Marshall Islands
Pier to House,2020,2020,2020-08,GB,5812,7,United Kingdom
Pier to House,2020,2020,2020-08,DE,5622,8,Germany
Pier to House,2020,2020,2020-08,JP,4131,9,Japan
Pier to House,2020,2020,2020-08,US,4002,10,United States
Pier to House,2020,2020,2020-09,PA,15195,1,Panama
Pier to House,2020,2020,2020-09,LR,11128,2,Liberia
Pier to House,2020,2020,2020-09,HK,10051,3,Hong Kong
Pier to House,2020,2020,2020-09,MT,9650,4,Malta
Pier to House,2020,2020,2020-09,SG,7801,5,Singapore
Pier to House,2020,2020,2020-09,MH,3873,6,Marshall Islands
Pier to House,2020,2020,2020-09,PT,3757,7,Portugal
Pier to House,2020,2020,2020-09,GB,3029,8,United Kingdom
Pier to House,2020,2020,2020-09,US,2838,9,United States
Pier to House,2020,2020,2020-09,FR,2446,10,France
Pier to Pier,2018,2018,2018-01,LR,67310,1,Liberia
Pier to Pier,2018,2018,2018-01,HK,44130,2,Hong Kong
Pier to Pier,2018,2018,2018-01,PA,43624,3,Panama
Pier to Pier,2018,2018,2018-01,GB,35291,4,United Kingdom
Pier to Pier,2018,2018,2018-01,SG,34310,5,Singapore
Pier to Pier,2018,2018,2018-01,CY,23164,6,Cyprus
Pier to Pier,2018,2018,2018-01,PT,22854,7,Portugal
Pier to Pier,2018,2018,2018-01,MH,21175,8,Marshall Islands
Pier to Pier,2018,2018,2018-01,MT,14047,9,Malta
Pier to Pier,2018,2018,2018-01,DE,12298,10,Germany
Pier to Pier,2018,2018,2018-02,LR,65900,1,Liberia
Pier to Pier,2018,2018,2018-02,PA,47024,2,Panama
Pier to Pier,2018,2018,2018-02,SG,46468,3,Singapore
Pier to Pier,2018,2018,2018-02,GB,43380,4,United Kingdom
Pier to Pier,2018,2018,2018-02,HK,35825,5,Hong Kong
Pier to Pier,2018,2018,2018-02,CY,22030,6,Cyprus
Pier to Pier,2018,2018,2018-02,MT,17681,7,Malta
Pier to Pier,2018,2018,2018-02,MH,15054,8,Marshall Islands
Pier to Pier,2018,2018,2018-02,DK,14242,9,Denmark
Pier to Pier,2018,2018,2018-02,DE,11575,10,Germany
Pier to Pier,2018,2018,2018-03,LR,74574,1,Liberia
Pier to Pier,2018,2018,2018-03,HK,41172,2,Hong Kong
Pier to Pier,2018,2018,2018-03,SG,40531,3,Singapore
Pier to Pier,2018,2018,2018-03,PA,37958,4,Panama
Pier to Pier,2018,2018,2018-03,PT,26077,5,Portugal
Pier to Pier,2018,2018,2018-03,MH,22406,6,Marshall Islands
Pier to Pier,2018,2018,2018-03,CY,20678,7,Cyprus
Pier to Pier,2018,2018,2018-03,GB,20442,8,United Kingdom
Pier to Pier,2018,2018,2018-03,MT,16476,9,Malta
Pier to Pier,2018,2018,2018-03,DE,15147,10,Germany
Pier to Pier,2018,2018,2018-04,LR,68787,1,Liberia
Pier to Pier,2018,2018,2018-04,SG,54420,2,Singapore
Pier to Pier,2018,2018,2018-04,PA,46675,3,Panama
Pier to Pier,2018,2018,2018-04,HK,40244,4,Hong Kong
Pier to Pier,2018,2018,2018-04,GB,32393,5,United Kingdom
Pier to Pier,2018,2018,2018-04,CY,25977,6,Cyprus
Pier to Pier,2018,2018,2018-04,PT,21843,7,Portugal
Pier to Pier,2018,2018,2018-04,MH,17920,8,Marshall Islands
Pier to Pier,2018,2018,2018-04,DK,12056,9,Denmark
Pier to Pier,2018,2018,2018-04,MT,11579,10,Malta
Pier to Pier,2018,2018,2018-05,LR,83154,1,Liberia
Pier to Pier,2018,2018,2018-05,SG,67381,2,Singapore
Pier to Pier,2018,2018,2018-05,GB,56804,3,United Kingdom
Pier to Pier,2018,2018,2018-05,HK,55027,4,Hong Kong
Pier to Pier,2018,2018,2018-05,PA,53024,5,Panama
Pier to Pier,2018,2018,2018-05,MH,25354,6,Marshall Islands
Pier to Pier,2018,2018,2018-05,CY,22190,7,Cyprus
Pier to Pier,2018,2018,2018-05,PT,15813,8,Portugal
Pier to Pier,2018,2018,2018-05,DK,15694,9,Denmark
Pier to Pier,2018,2018,2018-05,MT,13278,10,Malta
Pier to Pier,2018,2018,2018-06,SG,83043,1,Singapore
Pier to Pier,2018,2018,2018-06,LR,68043,2,Liberia
Pier to Pier,2018,2018,2018-06,HK,56376,3,Hong Kong
Pier to Pier,2018,2018,2018-06,PA,54636,4,Panama
Pier to Pier,2018,2018,2018-06,GB,52116,5,United Kingdom
Pier to Pier,2018,2018,2018-06,MH,25263,6,Marshall Islands
Pier to Pier,2018,2018,2018-06,CY,22481,7,Cyprus
Pier to Pier,2018,2018,2018-06,MT,17677,8,Malta
Pier to Pier,2018,2018,2018-06,DK,13806,9,Denmark
Pier to Pier,2018,2018,2018-06,PT,11918,10,Portugal
Pier to Pier,2018,2018,2018-07,SG,70138,1,Singapore
Pier to Pier,2018,2018,2018-07,LR,65303,2,Liberia
Pier to Pier,2018,2018,2018-07,GB,52612,3,United Kingdom
Pier to Pier,2018,2018,2018-07,HK,50908,4,Hong Kong
Pier to Pier,2018,2018,2018-07,PA,43421,5,Panama
Pier to Pier,2018,2018,2018-07,CY,29658,6,Cyprus
Pier to Pier,2018,2018,2018-07,MH,27538,7,Marshall Islands
Pier to Pier,2018,2018,2018-07,PT,16878,8,Portugal
Pier to Pier,2018,2018,2018-07,DK,16870,9,Denmark
Pier to Pier,2018,2018,2018-07,US,10418,10,United States
Pier to Pier,2018,2018,2018-08,LR,77095,1,Liberia
Pier to Pier,2018,2018,2018-08,SG,56967,2,Singapore
Pier to Pier,2018,2018,2018-08,PA,44469,3,Panama
Pier to Pier,2018,2018,2018-08,HK,44234,4,Hong Kong
Pier to Pier,2018,2018,2018-08,GB,38575,5,United Kingdom
Pier to Pier,2018,2018,2018-08,MH,29787,6,Marshall Islands
Pier to Pier,2018,2018,2018-08,MT,20929,7,Malta
Pier to Pier,2018,2018,2018-08,DK,15059,8,Denmark
Pier to Pier,2018,2018,2018-08,PT,14849,9,Portugal
Pier to Pier,2018,2018,2018-08,CY,13758,10,Cyprus
Pier to Pier,2018,2018,2018-09,PA,58879,1,Panama
Pier to Pier,2018,2018,2018-09,LR,54379,2,Liberia
Pier to Pier,2018,2018,2018-09,SG,51908,3,Singapore
Pier to Pier,2018,2018,2018-09,HK,50772,4,Hong Kong
Pier to Pier,2018,2018,2018-09,GB,49188,5,United Kingdom
Pier to Pier,2018,2018,2018-09,MH,48005,6,Marshall Islands
Pier to Pier,2018,2018,2018-09,MT,29874,7,Malta
Pier to Pier,2018,2018,2018-09,CY,24294,8,Cyprus
Pier to Pier,2018,2018,2018-09,PT,21357,9,Portugal
Pier to Pier,2018,2018,2018-09,DK,11282,10,Denmark
Pier to Pier,2018,2018,2018-10,LR,72987,1,Liberia
Pier to Pier,2018,2018,2018-10,HK,63924,2,Hong Kong
Pier to Pier,2018,2018,2018-10,PA,59473,3,Panama
Pier to Pier,2018,2018,2018-10,SG,53232,4,Singapore
Pier to Pier,2018,2018,2018-10,GB,50663,5,United Kingdom
Pier to Pier,2018,2018,2018-10,MH,35507,6,Marshall Islands
Pier to Pier,2018,2018,2018-10,CY,23422,7,Cyprus
Pier to Pier,2018,2018,2018-10,MT,23057,8,Malta
Pier to Pier,2018,2018,2018-10,DK,21222,9,Denmark
Pier to Pier,2018,2018,2018-10,PT,15426,10,Portugal
Pier to Pier,2018,2018,2018-11,GB,62791,1,United Kingdom
Pier to Pier,2018,2018,2018-11,HK,55636,2,Hong Kong
Pier to Pier,2018,2018,2018-11,LR,53709,3,Liberia
Pier to Pier,2018,2018,2018-11,PA,45387,4,Panama
Pier to Pier,2018,2018,2018-11,SG,37807,5,Singapore
Pier to Pier,2018,2018,2018-11,DK,25932,6,Denmark
Pier to Pier,2018,2018,2018-11,MH,25482,7,Marshall Islands
Pier to Pier,2018,2018,2018-11,MT,13881,8,Malta
Pier to Pier,2018,2018,2018-11,CY,13144,9,Cyprus
Pier to Pier,2018,2018,2018-11,PT,10225,10,Portugal
Pier to Pier,2018,2018,2018-12,SG,71052,1,Singapore
Pier to Pier,2018,2018,2018-12,LR,64989,2,Liberia
Pier to Pier,2018,2018,2018-12,PA,60237,3,Panama
Pier to Pier,2018,2018,2018-12,HK,58954,4,Hong Kong
Pier to Pier,2018,2018,2018-12,GB,52383,5,United Kingdom
Pier to Pier,2018,2018,2018-12,MT,38854,6,Malta
Pier to Pier,2018,2018,2018-12,MH,37095,7,Marshall Islands
Pier to Pier,2018,2018,2018-12,US,27122,8,United States
Pier to Pier,2018,2018,2018-12,DK,25527,9,Denmark
Pier to Pier,2018,2018,2018-12,CY,21299,10,Cyprus
Pier to Pier,2019,2019,2019-01,LR,72939,1,Liberia
Pier to Pier,2019,2019,2019-01,HK,68345,2,Hong Kong
Pier to Pier,2019,2019,2019-01,SG,62208,3,Singapore
Pier to Pier,2019,2019,2019-01,PA,57069,4,Panama
Pier to Pier,2019,2019,2019-01,GB,43949,5,United Kingdom
Pier to Pier,2019,2019,2019-01,MH,36958,6,Marshall Islands
Pier to Pier,2019,2019,2019-01,MT,26707,7,Malta
Pier to Pier,2019,2019,2019-01,DK,23202,8,Denmark
Pier to Pier,2019,2019,2019-01,US,17959,9,United States
Pier to Pier,2019,2019,2019-01,PT,17875,10,Portugal
Pier to Pier,2019,2019,2019-02,HK,63494,1,Hong Kong
Pier to Pier,2019,2019,2019-02,LR,54683,2,Liberia
Pier to Pier,2019,2019,2019-02,PA,53946,3,Panama
Pier to Pier,2019,2019,2019-02,GB,47206,4,United Kingdom
Pier to Pier,2019,2019,2019-02,SG,43277,5,Singapore
Pier to Pier,2019,2019,2019-02,MT,27291,6,Malta
Pier to Pier,2019,2019,2019-02,DK,23266,7,Denmark
Pier to Pier,2019,2019,2019-02,MH,18136,8,Marshall Islands
Pier to Pier,2019,2019,2019-02,US,17111,9,United States
Pier to Pier,2019,2019,2019-02,FR,13604,10,France
Pier to Pier,2019,2019,2019-03,LR,59328,1,Liberia
Pier to Pier,2019,2019,2019-03,HK,50655,2,Hong Kong
Pier to Pier,2019,2019,2019-03,PA,48370,3,Panama
Pier to Pier,2019,2019,2019-03,GB,37764,4,United Kingdom
Pier to Pier,2019,2019,2019-03,SG,37615,5,Singapore
Pier to Pier,2019,2019,2019-03,MH,29850,6,Marshall Islands
Pier to Pier,2019,2019,2019-03,MT,27383,7,Malta
Pier to Pier,2019,2019,2019-03,DK,24576,8,Denmark
Pier to Pier,2019,2019,2019-03,US,18080,9,United States
Pier to Pier,2019,2019,2019-03,CY,16223,10,Cyprus
Pier to Pier,2019,2019,2019-04,LR,73211,1,Liberia
Pier to Pier,2019,2019,2019-04,SG,64381,2,Singapore
Pier to Pier,2019,2019,2019-04,PA,58311,3,Panama
Pier to Pier,2019,2019,2019-04,HK,53351,4,Hong Kong
Pier to Pier,2019,2019,2019-04,GB,36581,5,United Kingdom
Pier to Pier,2019,2019,2019-04,MT,30397,6,Malta
Pier to Pier,2019,2019,2019-04,MH,24027,7,Marshall Islands
Pier to Pier,2019,2019,2019-04,US,21783,8,United States
Pier to Pier,2019,2019,2019-04,CY,17310,9,Cyprus
Pier to Pier,2019,2019,2019-04,DK,16887,10,Denmark
Pier to Pier,2019,2019,2019-05,PA,71573,1,Panama
Pier to Pier,2019,2019,2019-05,HK,67313,2,Hong Kong
Pier to Pier,2019,2019,2019-05,LR,63812,3,Liberia
Pier to Pier,2019,2019,2019-05,SG,54660,4,Singapore
Pier to Pier,2019,2019,2019-05,MT,53687,5,Malta
Pier to Pier,2019,2019,2019-05,MH,38427,6,Marshall Islands
Pier to Pier,2019,2019,2019-05,DK,27685,7,Denmark
Pier to Pier,2019,2019,2019-05,GB,24390,8,United Kingdom
Pier to Pier,2019,2019,2019-05,US,20134,9,United States
Pier to Pier,2019,2019,2019-05,PT,16597,10,Portugal
Pier to Pier,2019,2019,2019-06,PA,62174,1,Panama
Pier to Pier,2019,2019,2019-06,LR,59673,2,Liberia
Pier to Pier,2019,2019,2019-06,SG,59555,3,Singapore
Pier to Pier,2019,2019,2019-06,HK,57392,4,Hong Kong
Pier to Pier,2019,2019,2019-06,MT,53806,5,Malta
Pier to Pier,2019,2019,2019-06,US,27083,6,United States
Pier to Pier,2019,2019,2019-06,DK,25347,7,Denmark
Pier to Pier,2019,2019,2019-06,MH,23365,8,Marshall Islands
Pier to Pier,2019,2019,2019-06,GB,21398,9,United Kingdom
Pier to Pier,2019,2019,2019-06,CY,15200,10,Cyprus
Pier to Pier,2019,2019,2019-07,LR,81611,1,Liberia
Pier to Pier,2019,2019,2019-07,HK,67043,2,Hong Kong
Pier to Pier,2019,2019,2019-07,SG,61317,3,Singapore
Pier to Pier,2019,2019,2019-07,PA,46083,4,Panama
Pier to Pier,2019,2019,2019-07,MH,39169,5,Marshall Islands
Pier to Pier,2019,2019,2019-07,MT,38235,6,Malta
Pier to Pier,2019,2019,2019-07,GB,28293,7,United Kingdom
Pier to Pier,2019,2019,2019-07,US,21825,8,United States
Pier to Pier,2019,2019,2019-07,DK,21578,9,Denmark
Pier to Pier,2019,2019,2019-07,FR,20548,10,France
Pier to Pier,2019,2019,2019-08,SG,66166,1,Singapore
Pier to Pier,2019,2019,2019-08,HK,59431,2,Hong Kong
Pier to Pier,2019,2019,2019-08,LR,59408,3,Liberia
Pier to Pier,2019,2019,2019-08,PA,58319,4,Panama
Pier to Pier,2019,2019,2019-08,MT,45201,5,Malta
Pier to Pier,2019,2019,2019-08,MH,36088,6,Marshall Islands
Pier to Pier,2019,2019,2019-08,DK,28030,7,Denmark
Pier to Pier,2019,2019,2019-08,US,22789,8,United States
Pier to Pier,2019,2019,2019-08,GB,18813,9,United Kingdom
Pier to Pier,2019,2019,2019-08,CY,15901,10,Cyprus
Pier to Pier,2019,2019,2019-09,LR,61194,1,Liberia
Pier to Pier,2019,2019,2019-09,HK,60919,2,Hong Kong
Pier to Pier,2019,2019,2019-09,PA,57204,3,Panama
Pier to Pier,2019,2019,2019-09,SG,46696,4,Singapore
Pier to Pier,2019,2019,2019-09,MT,39726,5,Malta
Pier to Pier,2019,2019,2019-09,MH,34250,6,Marshall Islands
Pier to Pier,2019,2019,2019-09,GB,26856,7,United Kingdom
Pier to Pier,2019,2019,2019-09,DE,23213,8,Germany
Pier to Pier,2019,2019,2019-09,FR,19682,9,France
Pier to Pier,2019,2019,2019-09,DK,18843,10,Denmark
Pier to Pier,2019,2019,2019-10,HK,63720,1,Hong Kong
Pier to Pier,2019,2019,2019-10,LR,57388,2,Liberia
Pier to Pier,2019,2019,2019-10,PA,51190,3,Panama
Pier to Pier,2019,2019,2019-10,SG,49014,4,Singapore
Pier to Pier,2019,2019,2019-10,MT,47975,5,Malta
Pier to Pier,2019,2019,2019-10,MH,32435,6,Marshall Islands
Pier to Pier,2019,2019,2019-10,DK,25387,7,Denmark
Pier to Pier,2019,2019,2019-10,GB,22295,8,United Kingdom
Pier to Pier,2019,2019,2019-10,US,18782,9,United States
Pier to Pier,2019,2019,2019-10,DE,16380,10,Germany
Pier to Pier,2019,2019,2019-11,LR,54908,1,Liberia
Pier to Pier,2019,2019,2019-11,PA,49869,2,Panama
Pier to Pier,2019,2019,2019-11,SG,49512,3,Singapore
Pier to Pier,2019,2019,2019-11,HK,46586,4,Hong Kong
Pier to Pier,2019,2019,2019-11,MT,32790,5,Malta
Pier to Pier,2019,2019,2019-11,FR,23663,6,France
Pier to Pier,2019,2019,2019-11,GB,22227,7,United Kingdom
Pier to Pier,2019,2019,2019-11,DK,20810,8,Denmark
Pier to Pier,2019,2019,2019-11,US,20185,9,United States
Pier to Pier,2019,2019,2019-11,DE,18989,10,Germany
Pier to Pier,2019,2019,2019-12,LR,68316,1,Liberia
Pier to Pier,2019,2019,2019-12,HK,61448,2,Hong Kong
Pier to Pier,2019,2019,2019-12,SG,47211,3,Singapore
Pier to Pier,2019,2019,2019-12,MT,46215,4,Malta
Pier to Pier,2019,2019,2019-12,PA,38027,5,Panama
Pier to Pier,2019,2019,2019-12,US,24322,6,United States
Pier to Pier,2019,2019,2019-12,GB,19634,7,United Kingdom
Pier to Pier,2019,2019,2019-12,PT,15599,8,Portugal
Pier to Pier,2019,2019,2019-12,DK,15234,9,Denmark
Pier to Pier,2019,2019,2019-12,MH,14817,10,Marshall Islands
Pier to Pier,2020,2020,2020-01,HK,62357,1,Hong Kong
Pier to Pier,2020,2020,2020-01,LR,50760,2,Liberia
Pier to Pier,2020,2020,2020-01,PA,50638,3,Panama
Pier to Pier,2020,2020,2020-01,SG,42040,4,Singapore
Pier to Pier,2020,2020,2020-01,MT,38190,5,Malta
Pier to Pier,2020,2020,2020-01,GB,31234,6,United Kingdom
Pier to Pier,2020,2020,2020-01,FR,25738,7,France
Pier to Pier,2020,2020,2020-01,US,23649,8,United States
Pier to Pier,2020,2020,2020-01,MH,22584,9,Marshall Islands
Pier to Pier,2020,2020,2020-01,DK,20656,10,Denmark
Pier to Pier,2020,2020,2020-02,MT,60112,1,Malta
Pier to Pier,2020,2020,2020-02,HK,54830,2,Hong Kong
Pier to Pier,2020,2020,2020-02,LR,49583,3,Liberia
Pier to Pier,2020,2020,2020-02,SG,41337,4,Singapore
Pier to Pier,2020,2020,2020-02,PA,36066,5,Panama
Pier to Pier,2020,2020,2020-02,US,20748,6,United States
Pier to Pier,2020,2020,2020-02,DK,18243,7,Denmark
Pier to Pier,2020,2020,2020-02,MH,17414,8,Marshall Islands
Pier to Pier,2020,2020,2020-02,GB,15119,9,United Kingdom
Pier to Pier,2020,2020,2020-02,PT,13460,10,Portugal
Pier to Pier,2020,2020,2020-03,LR,55827,1,Liberia
Pier to Pier,2020,2020,2020-03,MT,39739,2,Malta
Pier to Pier,2020,2020,2020-03,HK,37037,3,Hong Kong
Pier to Pier,2020,2020,2020-03,SG,35803,4,Singapore
Pier to Pier,2020,2020,2020-03,PA,33633,5,Panama
Pier to Pier,2020,2020,2020-03,US,28947,6,United States
Pier to Pier,2020,2020,2020-03,MH,22633,7,Marshall Islands
Pier to Pier,2020,2020,2020-03,DE,17458,8,Germany
Pier to Pier,2020,2020,2020-03,CY,17137,9,Cyprus
Pier to Pier,2020,2020,2020-03,GB,16777,10,United Kingdom
Pier to Pier,2020,2020,2020-04,MT,56184,1,Malta
Pier to Pier,2020,2020,2020-04,PA,56077,2,Panama
Pier to Pier,2020,2020,2020-04,HK,53653,3,Hong Kong
Pier to Pier,2020,2020,2020-04,LR,48386,4,Liberia
Pier to Pier,2020,2020,2020-04,SG,38487,5,Singapore
Pier to Pier,2020,2020,2020-04,GB,25708,6,United Kingdom
Pier to Pier,2020,2020,2020-04,FR,24801,7,France
Pier to Pier,2020,2020,2020-04,MH,24758,8,Marshall Islands
Pier to Pier,2020,2020,2020-04,DK,24038,9,Denmark
Pier to Pier,2020,2020,2020-04,US,22975,10,United States
Pier to Pier,2020,2020,2020-05,MT,109219,1,Malta
Pier to Pier,2020,2020,2020-05,LR,67140,2,Liberia
Pier to Pier,2020,2020,2020-05,HK,58107,3,Hong Kong
Pier to Pier,2020,2020,2020-05,PA,44958,4,Panama
Pier to Pier,2020,2020,2020-05,SG,41646,5,Singapore
Pier to Pier,2020,2020,2020-05,US,31726,6,United States
Pier to Pier,2020,2020,2020-05,MH,21047,7,Marshall Islands
Pier to Pier,2020,2020,2020-05,GB,19899,8,United Kingdom
Pier to Pier,2020,2020,2020-05,DE,16957,9,Germany
Pier to Pier,2020,2020,2020-05,DK,13568,10,Denmark
Pier to Pier,2020,2020,2020-06,HK,74807,1,Hong Kong
Pier to Pier,2020,2020,2020-06,LR,63603,2,Liberia
Pier to Pier,2020,2020,2020-06,PA,57280,3,Panama
Pier to Pier,2020,2020,2020-06,MT,51974,4,Malta
Pier to Pier,2020,2020,2020-06,JP,39959,5,Japan
Pier to Pier,2020,2020,2020-06,SG,39628,6,Singapore
Pier to Pier,2020,2020,2020-06,GB,34225,7,United Kingdom
Pier to Pier,2020,2020,2020-06,US,30056,8,United States
Pier to Pier,2020,2020,2020-06,DE,24522,9,Germany
Pier to Pier,2020,2020,2020-06,DK,22724,10,Denmark
Pier to Pier,2020,2020,2020-07,HK,70861,1,Hong Kong
Pier to Pier,2020,2020,2020-07,LR,70084,2,Liberia
Pier to Pier,2020,2020,2020-07,MT,67222,3,Malta
Pier to Pier,2020,2020,2020-07,PA,66080,4,Panama
Pier to Pier,2020,2020,2020-07,SG,49452,5,Singapore
Pier to Pier,2020,2020,2020-07,US,34084,6,United States
Pier to Pier,2020,2020,2020-07,DK,31662,7,Denmark
Pier to Pier,2020,2020,2020-07,GB,30331,8,United Kingdom
Pier to Pier,2020,2020,2020-07,FR,24257,9,France
Pier to Pier,2020,2020,2020-07,MH,19840,10,Marshall Islands
Pier to Pier,2020,2020,2020-08,LR,97710,1,Liberia
Pier to Pier,2020,2020,2020-08,MT,78882,2,Malta
Pier to Pier,2020,2020,2020-08,HK,77201,3,Hong Kong
Pier to Pier,2020,2020,2020-08,SG,58338,4,Singapore
Pier to Pier,2020,2020,2020-08,PA,50431,5,Panama
Pier to Pier,2020,2020,2020-08,GB,38190,6,United Kingdom
Pier to Pier,2020,2020,2020-08,US,36025,7,United States
Pier to Pier,2020,2020,2020-08,DE,31116,8,Germany
Pier to Pier,2020,2020,2020-08,DK,25666,9,Denmark
Pier to Pier,2020,2020,2020-08,MH,24098,10,Marshall Islands
Pier to Pier,2020,2020,2020-09,LR,101710,1,Liberia
Pier to Pier,2020,2020,2020-09,HK,66784,2,Hong Kong
Pier to Pier,2020,2020,2020-09,PA,65435,3,Panama
Pier to Pier,2020,2020,2020-09,MT,58363,4,Malta
Pier to Pier,2020,2020,2020-09,SG,39030,5,Singapore
Pier to Pier,2020,2020,2020-09,US,31111,6,United States
Pier to Pier,2020,2020,2020-09,MH,23931,7,Marshall Islands
Pier to Pier,2020,2020,2020-09,GB,23898,8,United Kingdom
Pier to Pier,2020,2020,2020-09,FR,20013,9,France
Pier to Pier,2020,2020,2020-09,DK,19060,10,Denmark
Roll on Roll Off,2018,2018,2018-01,TG,102,1,Togo
Roll on Roll Off,2018,2018,2018-01,VU,42,2,Vanuatu
Roll on Roll Off,2018,2018,2018-01,US,36,3,United States
Roll on Roll Off,2018,2018,2018-01,GB,9,4,United Kingdom
Roll on Roll Off,2018,2018,2018-01,SG,7,5,Singapore
Roll on Roll Off,2018,2018,2018-01,PA,6,6,Panama
Roll on Roll Off,2018,2018,2018-01,LR,3,7,Liberia
Roll on Roll Off,2018,2018,2018-01,MT,2,8,Malta
Roll on Roll Off,2018,2018,2018-01,TW,2,9,Taiwan
Roll on Roll Off,2018,2018,2018-01,DE,2,10,Germany
Roll on Roll Off,2018,2018,2018-02,US,348,1,United States
Roll on Roll Off,2018,2018,2018-02,TG,78,2,Togo
Roll on Roll Off,2018,2018,2018-02,VU,24,3,Vanuatu
Roll on Roll Off,2018,2018,2018-02,GB,9,4,United Kingdom
Roll on Roll Off,2018,2018,2018-02,SG,8,5,Singapore
Roll on Roll Off,2018,2018,2018-02,PA,5,6,Panama
Roll on Roll Off,2018,2018,2018-02,SE,3,7,Sweden
Roll on Roll Off,2018,2018,2018-02,NO,1,8,Norway
Roll on Roll Off,2018,2018,2018-03,US,213,1,United States
Roll on Roll Off,2018,2018,2018-03,TG,119,2,Togo
Roll on Roll Off,2018,2018,2018-03,PA,112,3,Panama
Roll on Roll Off,2018,2018,2018-03,VU,42,4,Vanuatu
Roll on Roll Off,2018,2018,2018-03,HK,10,5,Hong Kong
Roll on Roll Off,2018,2018,2018-03,GB,9,6,United Kingdom
Roll on Roll Off,2018,2018,2018-03,SG,3,7,Singapore
Roll on Roll Off,2018,2018,2018-03,NO,3,8,Norway
Roll on Roll Off,2018,2018,2018-03,MT,1,9,Malta
Roll on Roll Off,2018,2018,2018-04,TG,108,1,Togo
Roll on Roll Off,2018,2018,2018-04,IT,49,2,Italy
Roll on Roll Off,2018,2018,2018-04,VU,33,3,Vanuatu
Roll on Roll Off,2018,2018,2018-04,US,29,4,United States
Roll on Roll Off,2018,2018,2018-04,HK,26,5,Hong Kong
Roll on Roll Off,2018,2018,2018-04,PA,12,6,Panama
Roll on Roll Off,2018,2018,2018-04,GB,3,7,United Kingdom
Roll on Roll Off,2018,2018,2018-04,SG,3,8,Singapore
Roll on Roll Off,2018,2018,2018-04,NO,2,9,Norway
Roll on Roll Off,2018,2018,2018-04,DE,1,10,Germany
Roll on Roll Off,2018,2018,2018-05,US,288,1,United States
Roll on Roll Off,2018,2018,2018-05,GB,173,2,United Kingdom
Roll on Roll Off,2018,2018,2018-05,TG,77,3,Togo
Roll on Roll Off,2018,2018,2018-05,PA,25,4,Panama
Roll on Roll Off,2018,2018,2018-05,VU,17,5,Vanuatu
Roll on Roll Off,2018,2018,2018-05,HK,6,6,Hong Kong
Roll on Roll Off,2018,2018,2018-05,NO,6,7,Norway
Roll on Roll Off,2018,2018,2018-05,LR,2,8,Liberia
Roll on Roll Off,2018,2018,2018-05,LU,1,9,Luxembourg
Roll on Roll Off,2018,2018,2018-06,GB,354,1,United Kingdom
Roll on Roll Off,2018,2018,2018-06,VU,47,2,Vanuatu
Roll on Roll Off,2018,2018,2018-06,TG,34,3,Togo
Roll on Roll Off,2018,2018,2018-06,US,32,4,United States
Roll on Roll Off,2018,2018,2018-06,HK,16,5,Hong Kong
Roll on Roll Off,2018,2018,2018-06,PA,12,6,Panama
Roll on Roll Off,2018,2018,2018-06,SG,7,7,Singapore
Roll on Roll Off,2018,2018,2018-06,KY,1,8,Cayman Islands
Roll on Roll Off,2018,2018,2018-06,CY,1,9,Cyprus
Roll on Roll Off,2018,2018,2018-07,GB,159,1,United Kingdom
Roll on Roll Off,2018,2018,2018-07,US,95,2,United States
Roll on Roll Off,2018,2018,2018-07,VU,58,3,Vanuatu
Roll on Roll Off,2018,2018,2018-07,TG,23,4,Togo
Roll on Roll Off,2018,2018,2018-07,PT,18,5,Portugal
Roll on Roll Off,2018,2018,2018-07,BS,10,6,Bahamas
Roll on Roll Off,2018,2018,2018-07,PA,6,7,Panama
Roll on Roll Off,2018,2018,2018-07,NO,2,8,Norway
Roll on Roll Off,2018,2018,2018-07,SE,2,9,Sweden
Roll on Roll Off,2018,2018,2018-07,SG,1,10,Singapore
Roll on Roll Off,2018,2018,2018-08,GB,209,1,United Kingdom
Roll on Roll Off,2018,2018,2018-08,VU,97,2,Vanuatu
Roll on Roll Off,2018,2018,2018-08,NO,65,3,Norway
Roll on Roll Off,2018,2018,2018-08,TG,17,4,Togo
Roll on Roll Off,2018,2018,2018-08,PA,10,5,Panama
Roll on Roll Off,2018,2018,2018-08,SG,2,6,Singapore
Roll on Roll Off,2018,2018,2018-08,IT,2,7,Italy
Roll on Roll Off,2018,2018,2018-09,TG,46,1,Togo
Roll on Roll Off,2018,2018,2018-09,US,45,2,United States
Roll on Roll Off,2018,2018,2018-09,VU,43,3,Vanuatu
Roll on Roll Off,2018,2018,2018-09,PT,10,4,Portugal
Roll on Roll Off,2018,2018,2018-09,GB,7,5,United Kingdom
Roll on Roll Off,2018,2018,2018-09,PA,6,6,Panama
Roll on Roll Off,2018,2018,2018-09,NO,5,7,Norway
Roll on Roll Off,2018,2018,2018-09,HK,2,8,Hong Kong
Roll on Roll Off,2018,2018,2018-09,LR,1,9,Liberia
Roll on Roll Off,2018,2018,2018-09,SA,1,10,Saudi Arabia
Roll on Roll Off,2018,2018,2018-10,US,119,1,United States
Roll on Roll Off,2018,2018,2018-10,VU,61,2,Vanuatu
Roll on Roll Off,2018,2018,2018-10,TG,52,3,Togo
Roll on Roll Off,2018,2018,2018-10,PA,6,4,Panama
